full_text,cleaned_text,normalized_text,text_without_stopwords,tokens,sentiment_score,sentiment_label,naivebayes_label
Ayok Nonton film Jumbo Senin 02 Juni 2025 jam 18.25 (18.00/6 Sore sudah di bioskop) Film tayang di panakukkang 21 Yang mau join berkabar aja ya gaes :)),ayok nonton film jumbo senin 02 juni 2025 jam 1825 18006 sore sudah di bioskop film tayang di panakukkang 21 yang mau join berkabar aja ya gaes ,ayok nonton film jumbo senin 02 juni 2025 jam 1825 18006 sore sudah di bioskop film tayang di panakukkang 21 yang mau join berkabar aja ya gaes,ayok nonton film jumbo senin 02 juni 2025 jam 1825 18006 sore bioskop film tayang panakukkang 21 join berkabar aja ya gaes,"['ayok', 'nonton', 'film', 'jumbo', 'senin', '02', 'juni', '2025', 'jam', '1825', '18006', 'sore', 'bioskop', 'film', 'tayang', 'panakukkang', '21', 'join', 'berkabar', 'aja', 'ya', 'gaes']",0,Positive,Positive
@maumagang semoga ini jadi titik restartnya industri indo. di dunia film ada jumbo di musik ada no na. akhirnya ga gitu-gitu aja genrenya, semoga ini jadi titik restartnya industri indo di dunia film ada jumbo di musik ada no na akhirnya ga gitugitu aja genrenya,semoga ini jadi titik restartnya industri indo di dunia film ada jumbo di musik ada no na akhirnya ga gitugitu aja genrenya,semoga titik restartnya industri indo dunia film jumbo musik no na ga gitugitu aja genrenya,"['semoga', 'titik', 'restartnya', 'industri', 'indo', 'dunia', 'film', 'jumbo', 'musik', 'no', 'na', 'ga', 'gitugitu', 'aja', 'genrenya']",0,Positive,Positive
Sah Jumbo Jadi Film Indonesia Terlaris Sepanjang Masa https://t.co/4fmyOa3uOu,sah jumbo jadi film indonesia terlaris sepanjang masa ,sah jumbo jadi film indonesia terlaris sepanjang masa,sah jumbo film indonesia terlaris,"['sah', 'jumbo', 'film', 'indonesia', 'terlaris']",0,Positive,Positive
1 Juni finally Jumbo jadi film terlaris sepanjang masa ((ngalahin KKN)) ,1 juni finally jumbo jadi film terlaris sepanjang masa ngalahin kkn ,1 juni finally jumbo jadi film terlaris sepanjang masa ngalahin kkn,1 juni finally jumbo film terlaris ngalahin kkn,"['1', 'juni', 'finally', 'jumbo', 'film', 'terlaris', 'ngalahin', 'kkn']",0,Positive,Positive
@Adriandhy Bangga banget udah jadi buzzer jumbo from day 1 makasih banyak bang udah bikin film yang akan jadi core memory anak anak jaman sekarang dan selamat sudah jadi film no 1 indo sepanjang sejarah , bangga banget udah jadi buzzer jumbo from day 1 makasih banyak bang udah bikin film yang akan jadi core memory anak anak jaman sekarang dan selamat sudah jadi film no 1 indo sepanjang sejarah ,bangga sangat udah jadi buzzer jumbo from day 1 makasih banyak bang udah bikin film yang akan jadi core memory anak anak jaman sekarang dan selamat sudah jadi film no 1 indo sepanjang sejarah,bangga udah buzzer jumbo from day 1 makasih bang udah bikin film core memory anak anak jaman selamat film no 1 indo sejarah,"['bangga', 'udah', 'buzzer', 'jumbo', 'from', 'day', '1', 'makasih', 'bang', 'udah', 'bikin', 'film', 'core', 'memory', 'anak', 'anak', 'jaman', 'selamat', 'film', 'no', '1', 'indo', 'sejarah']",0,Positive,Positive
@bicaraboxoffice Point nye jumbo udah jadi paling laris di indonesia utk apa juga masih mau ngelewatin avengers endgame? Itu kan film luar.. pada mikir ga sih , point nye jumbo udah jadi paling laris di indonesia utk apa juga masih mau ngelewatin avengers endgame itu kan film luar pada mikir ga sih ,point nye jumbo udah jadi paling laris di indonesia untuk apa juga masih mau ngelewatin avengers endgame itu kan film luar pada mikir ga sih,point nye jumbo udah laris indonesia ngelewatin avengers endgame film mikir ga sih,"['point', 'nye', 'jumbo', 'udah', 'laris', 'indonesia', 'ngelewatin', 'avengers', 'endgame', 'film', 'mikir', 'ga', 'sih']",0,Positive,Positive
@Adriandhy Pengorbanan 5 tahun dengan sepenuh hati bang ryan dan tim. Dalam prosesnya kendala pandemi serta kehilangan sosok tersayang pasti hal paling berat. Bang Rian dan tim Jumbo LAYAK dapat apresiasi film terlaris!, pengorbanan 5 tahun dengan sepenuh hati bang ryan dan tim dalam prosesnya kendala pandemi serta kehilangan sosok tersayang pasti hal paling berat bang rian dan tim jumbo layak dapat apresiasi film terlaris,pengorbanan 5 tahun dengan sepenuh hati bang ryan dan tim dalam prosesnya kendala pandemi serta kehilangan sosok tersayang pasti hal paling berat bang rian dan tim jumbo layak dapat apresiasi film terlaris,pengorbanan 5 sepenuh hati bang ryan tim prosesnya kendala pandemi kehilangan sosok tersayang berat bang rian tim jumbo layak apresiasi film terlaris,"['pengorbanan', '5', 'sepenuh', 'hati', 'bang', 'ryan', 'tim', 'prosesnya', 'kendala', 'pandemi', 'kehilangan', 'sosok', 'tersayang', 'berat', 'bang', 'rian', 'tim', 'jumbo', 'layak', 'apresiasi', 'film', 'terlaris']",0,Positive,Positive
@SimpleM81378523 @Adriandhy @VisinemaID Ilustrasinya keren Nggambarin badarawuhi nyerahin mahkota film terlaris ke jumbo,   ilustrasinya keren nggambarin badarawuhi nyerahin mahkota film terlaris ke jumbo,ilustrasinya keren nggambarin badarawuhi nyerahin mahkota film terlaris ke jumbo,ilustrasinya keren nggambarin badarawuhi nyerahin mahkota film terlaris jumbo,"['ilustrasinya', 'keren', 'nggambarin', 'badarawuhi', 'nyerahin', 'mahkota', 'film', 'terlaris', 'jumbo']",1,Positive,Positive
Teman-teman semua telah mengukir sejarah bersama @jumbofilm_id. Kita sama-sama membuktikan bahwa cerita bisa menggerakkan hati dan kalian adalah bagian tak terpisahkan dari itu. Terima kasih. Peluk. Hormat. Cinta. #JumboUntukSemua https://t.co/nZF6TnGhuS,temanteman semua telah mengukir sejarah bersama  kita samasama membuktikan bahwa cerita bisa menggerakkan hati dan kalian adalah bagian tak terpisahkan dari itu terima kasih peluk hormat cinta  ,temanteman semua telah mengukir sejarah bersama kita samasama membuktikan bahwa cerita bisa menggerakkan hati dan kalian adalah bagian tak terpisahkan dari itu terima kasih peluk hormat cinta,temanteman mengukir sejarah samasama membuktikan cerita menggerakkan hati terpisahkan terima kasih peluk hormat cinta,"['temanteman', 'mengukir', 'sejarah', 'samasama', 'membuktikan', 'cerita', 'menggerakkan', 'hati', 'terpisahkan', 'terima', 'kasih', 'peluk', 'hormat', 'cinta']",1,Positive,Positive
@cinepoint_ Selamat nikmatin momen nya guys penasaran sometime film apa yang ngalahin jumbo ya, selamat nikmatin momen nya guys penasaran sometime film apa yang ngalahin jumbo ya,selamat nikmatin momen nya guys penasaran sometime film apa yang ngalahin jumbo ya,selamat nikmatin momen nya guys penasaran sometime film ngalahin jumbo ya,"['selamat', 'nikmatin', 'momen', 'nya', 'guys', 'penasaran', 'sometime', 'film', 'ngalahin', 'jumbo', 'ya']",0,Positive,Positive
Susah kalo lawan ini min hype jumbo udh rada berkurang. Lagian endgame ini udh tayang di berbagai negara. Pendapatannya jg ngga main2 nih film https://t.co/6AwqUbuCAL,susah kalo lawan ini min hype jumbo udh rada berkurang lagian endgame ini udh tayang di berbagai negara pendapatannya jg ngga main2 nih film ,susah kalo lawan ini min hype jumbo sudah rada berkurang lagian endgame ini sudah tayang di berbagai negara pendapatannya juga ngga main2 nih film,susah kalo lawan min hype jumbo rada berkurang endgame tayang negara pendapatannya ngga main2 nih film,"['susah', 'kalo', 'lawan', 'min', 'hype', 'jumbo', 'rada', 'berkurang', 'endgame', 'tayang', 'negara', 'pendapatannya', 'ngga', 'main2', 'nih', 'film']",0,Positive,Positive
jumbo jadi #1 film indo terlaris sepanjang masa selamat jumbo dan tim jumbo ️️,jumbo jadi  film indo terlaris sepanjang masa selamat jumbo dan tim jumbo ,jumbo jadi film indo terlaris sepanjang masa selamat jumbo dan tim jumbo,jumbo film indo terlaris selamat jumbo tim jumbo,"['jumbo', 'film', 'indo', 'terlaris', 'selamat', 'jumbo', 'tim', 'jumbo']",0,Positive,Positive
@airlanggahikaru @IndoPopBase Berikut perbandingan raihan JUMBO dan KKN di Desa Penari berdasarkan data hingga 1 Juni 2025: 1. JUMBO: Mencapai 10 009 853 penonton per 29 Mei 2025 kemungkinan melewati 10 061 033 pada 1 Juni menjadikannya film Indonesia terlaris. Sukses berkat genre animasi ramah keluarga ,  berikut perbandingan raihan jumbo dan kkn di desa penari berdasarkan data hingga 1 juni 2025 1 jumbo mencapai 10 009 853 penonton per 29 mei 2025 kemungkinan melewati 10 061 033 pada 1 juni menjadikannya film indonesia terlaris sukses berkat genre animasi ramah keluarga ,berikut perbandingan raihan jumbo dan kkn di desa penari berdasarkan data hingga 1 juni 2025 1 jumbo mencapai 10 009 853 penonton per 29 mei 2025 kemungkinan melewati 10 061 033 pada 1 juni menjadikannya film indonesia terlaris sukses berkat genre animasi ramah keluarga,perbandingan raihan jumbo kkn desa penari berdasarkan data 1 juni 2025 1 jumbo mencapai 10 009 853 penonton 29 mei 2025 melewati 10 061 033 1 juni menjadikannya film indonesia terlaris sukses berkat genre animasi ramah keluarga,"['perbandingan', 'raihan', 'jumbo', 'kkn', 'desa', 'penari', 'berdasarkan', 'data', '1', 'juni', '2025', '1', 'jumbo', 'mencapai', '10', '009', '853', 'penonton', '29', 'mei', '2025', 'melewati', '10', '061', '033', '1', 'juni', 'menjadikannya', 'film', 'indonesia', 'terlaris', 'sukses', 'berkat', 'genre', 'animasi', 'ramah', 'keluarga']",0,Positive,Positive
@goodforra UWAHHHHHHHHHHH OKAYYY. NONTON. MAKASIH KAKKKK. KALAU ADA REKOMENDASI FILM LAIN YANG MODELAN BEGINI INFOIN YA KAKK. MAKASIH KAKK MAKASIH MAKASIHHHH. LUV LUVVV , uwahhhhhhhhhhh okayyy nonton makasih kakkkk kalau ada rekomendasi film lain yang modelan begini infoin ya kakk makasih kakk makasih makasihhhh luv luvvv ,uwahhhhhhhhhhh okayyy nonton makasih kakkkk kalau ada rekomendasi film lain yang modelan begini infoin ya kakk makasih kakk makasih makasihhhh luv luvvv,uwahhhhhhhhhhh okayyy nonton makasih kakkkk rekomendasi film modelan infoin ya kakk makasih kakk makasih makasihhhh luv luvvv,"['uwahhhhhhhhhhh', 'okayyy', 'nonton', 'makasih', 'kakkkk', 'rekomendasi', 'film', 'modelan', 'infoin', 'ya', 'kakk', 'makasih', 'kakk', 'makasih', 'makasihhhh', 'luv', 'luvvv']",0,Positive,Positive
Genre film kesukaan masyarakat Indonesia tidak diragukan lagi adl horor seperti film: - KKN di desa penari (2022) - Pengabdi setan 2 (2022) keduanya menduduki 5 besar yg paling banyak ditonton. . . . Tapi 10 thn terakhir terjadi pergeseran seperti saat ini - film Jumbo,genre film kesukaan masyarakat indonesia tidak diragukan lagi adl horor seperti film  kkn di desa penari 2022  pengabdi setan 2 2022 keduanya menduduki 5 besar yg paling banyak ditonton    tapi 10 thn terakhir terjadi pergeseran seperti saat ini  film jumbo,genre film kesukaan masyarakat indonesia tidak diragukan lagi adl horor seperti film kkn di desa penari 2022 pengabdi setan 2 2022 keduanya menduduki 5 besar yang paling banyak ditonton tapi 10 thn terakhir terjadi pergeseran seperti saat ini film jumbo,genre film kesukaan masyarakat indonesia diragukan adl horor film kkn desa penari 2022 pengabdi setan 2 2022 menduduki 5 ditonton 10 thn pergeseran film jumbo,"['genre', 'film', 'kesukaan', 'masyarakat', 'indonesia', 'diragukan', 'adl', 'horor', 'film', 'kkn', 'desa', 'penari', '2022', 'pengabdi', 'setan', '2', '2022', 'menduduki', '5', 'ditonton', '10', 'thn', 'pergeseran', 'film', 'jumbo']",0,Positive,Positive
KEREN Jumbo ngebuat anak2 punya film yang sesuai usianya. KKN walaupun filmnya gaje ga menutup fakta ini film yang ngebantu XXI CGV Cinepolis dan bioskop lainnya bangkit pasca-Covid 19. #BuzzerJumbo,keren jumbo ngebuat anak2 punya film yang sesuai usianya kkn walaupun filmnya gaje ga menutup fakta ini film yang ngebantu xxi cgv cinepolis dan bioskop lainnya bangkit pascacovid 19 ,keren jumbo ngebuat anak2 punya film yang sesuai usianya kkn walaupun filmnya gaje ga menutup fakta ini film yang ngebantu xxi cgv cinepolis dan bioskop lainnya bangkit pascacovid 19,keren jumbo ngebuat anak2 film sesuai usianya kkn filmnya gaje ga menutup fakta film ngebantu xxi cgv cinepolis bioskop bangkit pascacovid 19,"['keren', 'jumbo', 'ngebuat', 'anak2', 'film', 'sesuai', 'usianya', 'kkn', 'filmnya', 'gaje', 'ga', 'menutup', 'fakta', 'film', 'ngebantu', 'xxi', 'cgv', 'cinepolis', 'bioskop', 'bangkit', 'pascacovid', '19']",1,Positive,Positive
lima tahun proses produksi akhirnya terbayar!! bukan cuman judul film nya aja yang jumbo tapi total penontonnya juga jumbo!!,lima tahun proses produksi akhirnya terbayar bukan cuman judul film nya aja yang jumbo tapi total penontonnya juga jumbo,lima tahun proses produksi akhirnya terbayar bukan cuman judul film nya aja yang jumbo tapi total penontonnya juga jumbo,proses produksi terbayar cuman judul film nya aja jumbo total penontonnya jumbo,"['proses', 'produksi', 'terbayar', 'cuman', 'judul', 'film', 'nya', 'aja', 'jumbo', 'total', 'penontonnya', 'jumbo']",0,Positive,Positive
PROMO BUY 1 GET 1 NONTON DI BIOSKOP CINEPOLIS kode b1g1 bisa buat nonton film waktu maghrib 2 the ugly stepsister karate kids hala bala dendam malam kelam the ritual jumbo lilo and stitch mission impossible &amp; gundik bisa semua film dan jam tayang smp 31 juli cus ke @dwldmra,promo buy 1 get 1 nonton di bioskop cinepolis kode b1g1 bisa buat nonton film waktu maghrib 2 the ugly stepsister karate kids hala bala dendam malam kelam the ritual jumbo lilo and stitch mission impossible amp gundik bisa semua film dan jam tayang smp 31 juli cus ke ,promo buy 1 get 1 nonton di bioskop cinepolis kode b1g1 bisa buat nonton film waktu maghrib 2 the ugly stepsister karate kids hala bala dendam malam kelam the ritual jumbo lilo and stitch mission impossible amp gundik bisa semua film dan jam tayang smp 31 juli cus ke,promo buy 1 get 1 nonton bioskop cinepolis kode b1g1 nonton film maghrib 2 the ugly stepsister karate kids hala bala dendam malam kelam the ritual jumbo lilo and stitch mission impossible amp gundik film jam tayang smp 31 juli cus,"['promo', 'buy', '1', 'get', '1', 'nonton', 'bioskop', 'cinepolis', 'kode', 'b1g1', 'nonton', 'film', 'maghrib', '2', 'the', 'ugly', 'stepsister', 'karate', 'kids', 'hala', 'bala', 'dendam', 'malam', 'kelam', 'the', 'ritual', 'jumbo', 'lilo', 'and', 'stitch', 'mission', 'impossible', 'amp', 'gundik', 'film', 'jam', 'tayang', 'smp', '31', 'juli', 'cus']",0,Positive,Positive
Selamat untuk mvs Jumbo sudah menjadi film Indonesia terlaris sepanjang masa dalam 63 hari penayangan! Berikut rekor-rekor yang sudah dicapai oleh Jumbo: https://t.co/qm7V8F0BhA,selamat untuk mvs jumbo sudah menjadi film indonesia terlaris sepanjang masa dalam 63 hari penayangan berikut rekorrekor yang sudah dicapai oleh jumbo ,selamat untuk mvs jumbo sudah menjadi film indonesia terlaris sepanjang masa dalam 63 hari penayangan berikut rekorrekor yang sudah dicapai oleh jumbo,selamat mvs jumbo film indonesia terlaris 63 penayangan rekorrekor dicapai jumbo,"['selamat', 'mvs', 'jumbo', 'film', 'indonesia', 'terlaris', '63', 'penayangan', 'rekorrekor', 'dicapai', 'jumbo']",0,Positive,Positive
Jadi sebelum saya gabung resmi film Jumbo tim concept illustratornya udah gabung duluan. Rumah Oma dipimpin @_pekoponjin_ sempat mereka buat beberapa alternatif denahnya yang membantu banget memberi ide waktu saya bergabung #FilmJUMBO #productiondesign https://t.co/gaBDYnPGlL,jadi sebelum saya gabung resmi film jumbo tim concept illustratornya udah gabung duluan rumah oma dipimpin  sempat mereka buat beberapa alternatif denahnya yang membantu banget memberi ide waktu saya bergabung   ,jadi sebelum saya gabung resmi film jumbo tim concept illustratornya udah gabung duluan rumah oma dipimpin sempat mereka buat beberapa alternatif denahnya yang membantu sangat memberi ide waktu saya bergabung,gabung resmi film jumbo tim concept illustratornya udah gabung duluan rumah oma dipimpin alternatif denahnya membantu ide bergabung,"['gabung', 'resmi', 'film', 'jumbo', 'tim', 'concept', 'illustratornya', 'udah', 'gabung', 'duluan', 'rumah', 'oma', 'dipimpin', 'alternatif', 'denahnya', 'membantu', 'ide', 'bergabung']",0,Positive,Positive
@bicaraboxoffice Ngga ngga jumbo harus jual mahal dengan lebih lama nanti tayangnya disteaming online mungkin 6 bulan - 1 tahun setelah turun layar biar rasain nyeselnya Yang gini gini justru ngebuat jumlah penonton film bioskop menurun ga sih, ngga ngga jumbo harus jual mahal dengan lebih lama nanti tayangnya disteaming online mungkin 6 bulan  1 tahun setelah turun layar biar rasain nyeselnya yang gini gini justru ngebuat jumlah penonton film bioskop menurun ga sih,ngga ngga jumbo harus jual mahal dengan lebih lama nanti tayangnya disteaming online mungkin 6 bulan 1 tahun setelah turun layar biar rasain nyeselnya yang gini gini justru ngebuat jumlah penonton film bioskop menurun ga sih,ngga ngga jumbo jual mahal tayangnya disteaming online 6 1 turun layar biar rasain nyeselnya gini gini ngebuat penonton film bioskop menurun ga sih,"['ngga', 'ngga', 'jumbo', 'jual', 'mahal', 'tayangnya', 'disteaming', 'online', '6', '1', 'turun', 'layar', 'biar', 'rasain', 'nyeselnya', 'gini', 'gini', 'ngebuat', 'penonton', 'film', 'bioskop', 'menurun', 'ga', 'sih']",0,Positive,Positive
Semoga Jumbo jadi film animasi pembuka untuk film animasi2 bagus lainnyaaa,semoga jumbo jadi film animasi pembuka untuk film animasi2 bagus lainnyaaa,semoga jumbo jadi film animasi pembuka untuk film animasi2 bagus lainnyaaa,semoga jumbo film animasi pembuka film animasi2 bagus lainnyaaa,"['semoga', 'jumbo', 'film', 'animasi', 'pembuka', 'film', 'animasi2', 'bagus', 'lainnyaaa']",1,Positive,Positive
@cinepoint_ Ayo kita galakkan film mendidik ala Jumbo dan Laskar Pelangi. Bukan film horor yg gak masuk akal dan merusak otak., ayo kita galakkan film mendidik ala jumbo dan laskar pelangi bukan film horor yg gak masuk akal dan merusak otak,ayo kita galakkan film mendidik ala jumbo dan laskar pelangi bukan film horor yang tidak masuk akal dan merusak otak,ayo galakkan film mendidik ala jumbo laskar pelangi film horor masuk akal merusak otak,"['ayo', 'galakkan', 'film', 'mendidik', 'ala', 'jumbo', 'laskar', 'pelangi', 'film', 'horor', 'masuk', 'akal', 'merusak', 'otak']",0,Positive,Positive
@loki54_ Sudah nonton Jumbo lagi? Semoga hari ini jadi film terlaris di Indonesia , sudah nonton jumbo lagi semoga hari ini jadi film terlaris di indonesia ,sudah nonton jumbo lagi semoga hari ini jadi film terlaris di indonesia,nonton jumbo semoga film terlaris indonesia,"['nonton', 'jumbo', 'semoga', 'film', 'terlaris', 'indonesia']",0,Positive,Positive
@cinepoint_ Semestinya memang film mendidik model jumbo ini yg laris. Bukan film horor yg merusak akal dan logika otak manusia. Penonton indonesia telah kembali akal sehatnya., semestinya memang film mendidik model jumbo ini yg laris bukan film horor yg merusak akal dan logika otak manusia penonton indonesia telah kembali akal sehatnya,semestinya memang film mendidik model jumbo ini yang laris bukan film horor yang merusak akal dan logika otak manusia penonton indonesia telah kembali akal sehatnya,semestinya film mendidik model jumbo laris film horor merusak akal logika otak manusia penonton indonesia akal sehatnya,"['semestinya', 'film', 'mendidik', 'model', 'jumbo', 'laris', 'film', 'horor', 'merusak', 'akal', 'logika', 'otak', 'manusia', 'penonton', 'indonesia', 'akal', 'sehatnya']",0,Positive,Positive
@Adriandhy Selamat bang ikut bangga dan terharu karna kita jadi salah satu saksi perjalanan film Jumbo yg fenomenal, selamat bang ikut bangga dan terharu karna kita jadi salah satu saksi perjalanan film jumbo yg fenomenal,selamat bang ikut bangga dan terharu karna kita jadi salah satu saksi perjalanan film jumbo yang fenomenal,selamat bang bangga terharu karna salah saksi perjalanan film jumbo fenomenal,"['selamat', 'bang', 'bangga', 'terharu', 'karna', 'salah', 'saksi', 'perjalanan', 'film', 'jumbo', 'fenomenal']",0,Positive,Positive
Yeaaay!! Akhirnya update konten ini bertepatan dengan perayaan film Jumbo ke 10 juta+++ cinta senang sekaliiii https://t.co/VF25kOQcgJ,yeaaay akhirnya update konten ini bertepatan dengan perayaan film jumbo ke 10 juta cinta senang sekaliiii ,yeaaay akhirnya update konten ini bertepatan dengan perayaan film jumbo ke 10 juta cinta senang sekaliiii,yeaaay update konten bertepatan perayaan film jumbo 10 juta cinta senang sekaliiii,"['yeaaay', 'update', 'konten', 'bertepatan', 'perayaan', 'film', 'jumbo', '10', 'juta', 'cinta', 'senang', 'sekaliiii']",2,Positive,Positive
@bicaraboxoffice Ada lagi yg setuju sama beliau dan bilang Lilo and Stitch aja ada merch nya apalagi bakal ada toothless juga yg bakal tayang Pada gak ngeh kah 2 film diatas udah punya basis fans! Jumbo produk baru heyyy~ Pas bikin merch tetau filmnya jeblok apa ga boncos ntar? , ada lagi yg setuju sama beliau dan bilang lilo and stitch aja ada merch nya apalagi bakal ada toothless juga yg bakal tayang pada gak ngeh kah 2 film diatas udah punya basis fans jumbo produk baru heyyy pas bikin merch tetau filmnya jeblok apa ga boncos ntar ,ada lagi yang setuju sama beliau dan bilang lilo and stitch aja ada merch nya apalagi bakal ada toothless juga yang bakal tayang pada tidak ngeh kah 2 film diatas udah punya basis fans jumbo produk baru heyyy pas bikin merch tetau filmnya jeblok apa ga boncos ntar,setuju beliau bilang lilo and stitch aja merch nya toothless tayang ngeh kah 2 film diatas udah basis fans jumbo produk heyyy pas bikin merch tetau filmnya jeblok ga boncos ntar,"['setuju', 'beliau', 'bilang', 'lilo', 'and', 'stitch', 'aja', 'merch', 'nya', 'toothless', 'tayang', 'ngeh', 'kah', '2', 'film', 'diatas', 'udah', 'basis', 'fans', 'jumbo', 'produk', 'heyyy', 'pas', 'bikin', 'merch', 'tetau', 'filmnya', 'jeblok', 'ga', 'boncos', 'ntar']",0,Positive,Positive
Film Jumbo ciptaan Sutradara Indonesia Ryan Adriandhy yang di rilis sejak Senin (31/3/2025) lalu telah berhasil menyentuh angka 10 juta penonton di hari ke-59 penayangannya https://t.co/XRctwximrF,film jumbo ciptaan sutradara indonesia ryan adriandhy yang di rilis sejak senin 3132025 lalu telah berhasil menyentuh angka 10 juta penonton di hari ke59 penayangannya ,film jumbo ciptaan sutradara indonesia ryan adriandhy yang di rilis sejak senin 3132025 lalu telah berhasil menyentuh angka 10 juta penonton di hari ke59 penayangannya,film jumbo ciptaan sutradara indonesia ryan adriandhy rilis senin 3132025 berhasil menyentuh angka 10 juta penonton ke59 penayangannya,"['film', 'jumbo', 'ciptaan', 'sutradara', 'indonesia', 'ryan', 'adriandhy', 'rilis', 'senin', '3132025', 'berhasil', 'menyentuh', 'angka', '10', 'juta', 'penonton', 'ke59', 'penayangannya']",0,Positive,Positive
Bukan bagian dari tim produksi ataupun tim kreatif cuma jadi penonton tapi ikut bangga haru dan bahagia atas pencapaian Jumbo saat ini. Gua yakin bang @Adriandhy di awal penayangan filmnya tidak ada ambisi untuk jadi film terlaris Indonesia sepanjang masa. Trmksh Jumbo,bukan bagian dari tim produksi ataupun tim kreatif cuma jadi penonton tapi ikut bangga haru dan bahagia atas pencapaian jumbo saat ini gua yakin bang  di awal penayangan filmnya tidak ada ambisi untuk jadi film terlaris indonesia sepanjang masa trmksh jumbo,bukan bagian dari tim produksi ataupun tim kreatif cuma jadi penonton tapi ikut bangga haru dan bahagia atas pencapaian jumbo saat ini gua yakin bang di awal penayangan filmnya tidak ada ambisi untuk jadi film terlaris indonesia sepanjang masa trmksh jumbo,tim produksi tim kreatif penonton bangga haru bahagia pencapaian jumbo gua bang penayangan filmnya ambisi film terlaris indonesia trmksh jumbo,"['tim', 'produksi', 'tim', 'kreatif', 'penonton', 'bangga', 'haru', 'bahagia', 'pencapaian', 'jumbo', 'gua', 'bang', 'penayangan', 'filmnya', 'ambisi', 'film', 'terlaris', 'indonesia', 'trmksh', 'jumbo']",0,Positive,Positive
ini publisisnya Jumbo springboard kan ye? damn effortnya ga main-main buat push Jumbo jadi film indo paling laris.,ini publisisnya jumbo springboard kan ye damn effortnya ga mainmain buat push jumbo jadi film indo paling laris,ini publisisnya jumbo springboard kan ye damn effortnya ga mainmain buat push jumbo jadi film indo paling laris,publisisnya jumbo springboard ye damn effortnya ga mainmain push jumbo film indo laris,"['publisisnya', 'jumbo', 'springboard', 'ye', 'damn', 'effortnya', 'ga', 'mainmain', 'push', 'jumbo', 'film', 'indo', 'laris']",0,Positive,Positive
Oh my god Akhirnya aku bisa ngucapin CONGRATULATIONS JUMBO jadi no 1 film indonesia dengan penonton terbanyak sepanjang masa Waktu 7 9 juta kemarin gak mau ngucapin karena nunggu hari ini,oh my god akhirnya aku bisa ngucapin congratulations jumbo jadi no 1 film indonesia dengan penonton terbanyak sepanjang masa waktu 7 9 juta kemarin gak mau ngucapin karena nunggu hari ini,oh my god akhirnya aku bisa ngucapin congratulations jumbo jadi no 1 film indonesia dengan penonton terbanyak sepanjang masa waktu 7 9 juta kemarin tidak mau ngucapin karena nunggu hari ini,oh my god ngucapin congratulations jumbo no 1 film indonesia penonton 7 9 juta kemarin ngucapin nunggu,"['oh', 'my', 'god', 'ngucapin', 'congratulations', 'jumbo', 'no', '1', 'film', 'indonesia', 'penonton', '7', '9', 'juta', 'kemarin', 'ngucapin', 'nunggu']",0,Positive,Positive
Ga ada mimpi yg terlalu kecil. Sekarang anak2 jago gambar yg cita2nya dulu bisa dipatahkan ortu sendiri karena Jadi seniman ga ada duitnya bisa lebih pede untuk fight back Aku mau jadi Ryan Adriandhy. Aku mau bikin film kayak Jumbo. Bayanginnya aja udah mbrebes mili. ,ga ada mimpi yg terlalu kecil sekarang anak2 jago gambar yg cita2nya dulu bisa dipatahkan ortu sendiri karena jadi seniman ga ada duitnya bisa lebih pede untuk fight back aku mau jadi ryan adriandhy aku mau bikin film kayak jumbo bayanginnya aja udah mbrebes mili ,ga ada mimpi yang terlalu kecil sekarang anak2 jago gambar yang cita2nya dulu bisa dipatahkan ortu sendiri karena jadi seniman ga ada duitnya bisa lebih pede untuk fight back aku mau jadi ryan adriandhy aku mau bikin film kayak jumbo bayanginnya aja udah mbrebes mili,ga mimpi anak2 jago gambar cita2nya dipatahkan ortu seniman ga duitnya pede fight back ryan adriandhy bikin film kayak jumbo bayanginnya aja udah mbrebes mili,"['ga', 'mimpi', 'anak2', 'jago', 'gambar', 'cita2nya', 'dipatahkan', 'ortu', 'seniman', 'ga', 'duitnya', 'pede', 'fight', 'back', 'ryan', 'adriandhy', 'bikin', 'film', 'kayak', 'jumbo', 'bayanginnya', 'aja', 'udah', 'mbrebes', 'mili']",0,Positive,Positive
Dengan semua kebahagiaan yang timbul dari adanya film JUMBO ini memang deserved bgt buat jd nomor 1,dengan semua kebahagiaan yang timbul dari adanya film jumbo ini memang deserved bgt buat jd nomor 1,dengan semua kebahagiaan yang timbul dari adanya film jumbo ini memang deserved sangat buat jadi nomor 1,kebahagiaan timbul film jumbo deserved nomor 1,"['kebahagiaan', 'timbul', 'film', 'jumbo', 'deserved', 'nomor', '1']",0,Positive,Positive
@Adriandhy MinDee ngikutin perjalanan film JUMBO dari awal rilis sampai sekarang udah 10 juta bener-bener bangga banget sama semua yang terlibat terutama Bang Ryan. Selamat bang! https://t.co/0aq8GdbaTd, mindee ngikutin perjalanan film jumbo dari awal rilis sampai sekarang udah 10 juta benerbener bangga banget sama semua yang terlibat terutama bang ryan selamat bang ,mindee ngikutin perjalanan film jumbo dari awal rilis sampai sekarang udah 10 juta benerbener bangga sangat sama semua yang terlibat terutama bang ryan selamat bang,mindee ngikutin perjalanan film jumbo rilis udah 10 juta benerbener bangga terlibat bang ryan selamat bang,"['mindee', 'ngikutin', 'perjalanan', 'film', 'jumbo', 'rilis', 'udah', '10', 'juta', 'benerbener', 'bangga', 'terlibat', 'bang', 'ryan', 'selamat', 'bang']",0,Positive,Positive
